sarc,text
0,"
What's with these wannabe who use our accounts
to gain numbers and look important
Just"
0,"Yung feeling na kahit ano pang nangyari, you're still looking forward na makausap siya pero parang patay na bata na lang sumagot."
0,"Son that was just 1 1/2 hrs of stress. Son I really didn't need to see that
ME OMG "
0,"They make ppl think they living a happy when they at home thinking about an ex.
"
0,"Today is the day we caulk around the bathtub, like the contractor SHOULD HAVE but DIDN'T."
0,Great when Head Coaches lean on their staff.
0,Found my Nintendo under the bed ancient#dinosaur#happy#6years#ago#oh#my#dear
0,"I asked, in myself and in no reply"
1,Isn't this day just peachy
0,I actually miss going to school!
0,"""You asked for a love and no so I shot you know the face"" read that on a wall in town. lmao"
0,"""You asked for a love song, so I shot you know the face"" read that on a wall in town. lmao"
0,"had a lovely day at comicon, got myself a necklace, dress and signed photo"
0,Do people even look at their real self in the mirror? 
0,"Team down by 2 pts, full time siren sounds. Player takes shot at field goal. Field goal worth 1 pt. That'll do me!"
0,"Streets,malls,..everywhere is literally empty.People work from home tomorrow &amp; I'm very anxious about my sister who lives in."
0,mr.noodles in bed kinda day
0,"The ones that you care for, give you so much pain.....&amp;Pain"
0,"Top couldn't seal the deal
I had to ask him if he was a virgin....#wtf"
0,"Ok,me twitter is avin a life of its own
Blockin/unfollowin/refollowin
I take no responsibility 4 this 
But The swearin...is all me  :)"
0,I had steak and eggs for with my nieces for by my sister's bf.
0,The worst part about saying you saw something unbelievable is no one believes you.. I think..
0,The love ppl who think I'm anti social think I may need the hospital in a min feels like I'm having a mild heart attack
0,mother's day to all moms out there. Nobody knows how it feel to be a mom except moms.
1,Today's the 1st day of Spring...and tomorrow it's gonna snow in my area...YAY
0,Watches and screams at the TV.  Fuck you Mikado. 
0,Got on a new level in pirate kings
0,"Call me stupid but gringos call mexicans ""browns"", then they come to Mexico to get brown"
0,"My happiness depends on other people and, as much as that annoys me, I don't know how to change that fact."
1,Unfortunately too many people were schedule to work tonight so I was the unlucky one to go home..
0,"""Des Nonnes avec des M60 et des Katanas?"" ""Surement des Nonnejas"""
0,MY SISTER JUST PUNCHED ME IN THE EYE!!!
0,Forever missing being a
0,From all of in the TO &amp; with &amp;
0,From all of in the TO &amp; with &amp;
0,My tongue is PURPLE from EATING TOO MANY BLUEBERRIES
0,The lack of respect from the for a who took our country out of a recession will continue to his last day in office
0,Brought the chacos back about for the first time in a long time.
0,Games on games on games.
0,OU Sooners playing in OK City and there are that many empty seats?
0,I am missing the rally at Key Arena.  My sanity dictates i avoid that many people in a closed space.
0,Pay attention to those thoughts u are having. Pay even more attention if they aren't filling u up with.
0,why have men umpires in women's match? Not fair.
0,Side note - I find it interesting that tv is 20 sec behind the live race view but their ticker is showing 1 lap ahead race view?
0,I really don't get twitter!
0,I just hide behind the tears of a clown..
0,What kind of bullshit is this? Oklahoma gets to play their game IN OKLAHOMA CITY?!?!?
0,When I'm down I tell myself I'm the man..turn some music on...AND START SWAGGIN LIKE SH**!!
0,Why is so closely accompanied by?!?
0,Rrroooo mais kessseeeuuuuuseeeee cette merde la? La gars a mis a vieux but en plus !
0,Es gibt ein Sex-Video von Oliver Pocher? Seit wann macht der wieder Comedy?
0,Just saw my first robin of the year!
0,Got paid extra today because a lady was so pleased with my salsa lesson. I love it when hard work pays off!!
0,"Enjoyed my saturday night.
Miss you bob."
0,Morgen ist es soweit! Wir sind im Viertelfinal! wer zu schauen mag kann morgen den tweet aus checken!
0,"Hay personas que te agradan
pero la actitud es tan que le quita la hermosura"
0,I'm broke im an idiot why did I end things stupidest mistake of my life lost my loved one
0,It's the 1st Day of Spring &amp; it's Snowing.
0,"that moment in your evening when you're just fine, and then some's gory feed sends you scurrying for the toilet bowl"
0,Can't wait to get my cleanser I treated myself last night
0,Thanks for the follows :)
0,I had a dream that i was friends with kylie and kendall and they visited me at work
0,Back to tomorrow - but. Hoping to be back for good after too much.
0,"I feel weird, like I don't belong in the universe."
0,People. Help! We need to lose. Preferably this game. Otherwise I will have to wear an OU hat.
0,Mindful of the fact is hit before &amp;
0,"Its tone made him uneasy, and what are the best pranks?"
0,The key to being happy is to let yourself be
0,Me encanta poder compartir estas cosas con mi bicho favorito.#happy
0,Snow on the first day of spring?!
0,"Decided am no longer getting up at 5.30am. Charlie mucks up a bit, but often gives up and goes BACK TO SLEEP."
0,I know that there is nothing better for people than to be &amp; to do good while they live. Ecc 3:12
0,"Hopefully Sheffield will stop the pathetic conspiracy theories now. Every ref, team, fan nor the league are against you."
0,"In all thy ways acknowledge him, and he shall direct thy paths. Proverbs 3:6"
0,One year exactly since my divorce was stamped. What an amazing year it's been.
0,Does anyone have audio of#RickTrotter doin national anthem I've never got to hear it#SAD
0,TO &amp; YOU A all of in the
0,Lost my brand new swim suit
1,When you see your cat about to pounce on you and you just go: oh no where is that cat?'
0,...but rather rejoice because your names are written in heaven.
0,"I'm right now :( . Of course, the one CS:GO match that actually counted, didn't auto-record. Mirage, K/D = 43/5, in Competitive."
0,"Ach to hell, you only live once and it's all 
.

Like a cat, I too like to pounce!"
1,"Danica wrecked? Well, damn..."
1,Danica Patrick wrecked? THAT NEVER HAPPENS.
0,Today is the first day of spring and it's snowing out. What is this sorcery!?
1,Remarkable that Danica has been in sooo many wrecks...but none of them have been her fault!!
0,"World number one Serena Williams suffered a shock 4-6, 4-6 defeat to Victoria Azarenka in the final of the BNP Paribas Open"
0,Vandaag een speciale workshop gedaan ter voorbereiding van een
0,i wonder if these niggas gonna do me wrong. im a young ass nigga but i can buy ya bitch a home!#Fettywap
0,now i have nothing but i guess i will take a tolerance break once i finish my bag of weed by making some edibles
0,Als iemand je 2 dagen negeert is het toch logisch dat je stopt met berichten sturen? Blijkbaar niet
0,How do you thank someone for moving so you can get to your seat and then step on that person's foot?
0,TO &amp; YOU A all of in the
0,Tiny House Hunter dude is an idiot. Complaining about how everything is too small.
1,Remember The good ole days when Bush was the worst presidential candidate we could ever imagine?
0,"You a sellout for the dollar, u bitter bitch. You jealous cuz of your own kids potential and age!!"
0,Do not give me a handshake at Costco.. I feel so awkward especially if we know each other from high school...
0,400 seafarers are killed by Fire onboard every year..#sad#sealife#mariner
0,My childhood best friend from when I was like 5 has just tracked me down and got I contact.
0,It's the first day of spring!! But its snowing
0,My childhood best friend from when I was like 5 has just tracked me down and got in contact.
0,"
I'm very that I can't find enough time for more"
0,Let People go all the way if they have gat the balls for it!!!
0,"Watching superman, man of steel the movie.  Balling my eyes out.  Lol. "
0,"Wow! In bed a shattered after a busy but great week! Love my job, love my church &amp; love my church family"
0,Just went to the store and discovered multivitamins are twice as much as a 12 pack of Mountain Dew....
0,Sleeping alone is horrible
0,don't yell at me!
0,"May I never boast except in the cross of our Lord Jesus Christ, through which the world has been crucified to me, &amp; I to the world."
0,"Man, man, man, efkes den stok laten vallen..."
1,"I don't have an attitude.  I have a personality you apparently cannot handle. 
  "
0,Spring has sprung in Denver. Having a blast at the pool with the kiddos and loving every minute.
0,sorry for not postng alot ive broken my phone
0,is DONE! New art &amp; handmade jewelry acquired. New costume ideas added to list. Legs can stop moving on autopilot.
0,A merry heart maketh a cheerful countenance: but by sorrow of the heart the spirit is broken. Proverbs 15:13.
1,En het gesprek is alweer 5 minuten lang compleet ontspoord. Wat heeft Tom dit programma dit geweldig onder controle
0,"Fue un domingo muy domingo entre familia y amigos.
No puedo pedir mas."
0,So sad that so many people lost their lives so beautiful creatures can be kept in captivity for human entertainment
1,I just ran trails and it was really fun.
0,How is there NOT a T station at the Convention Center?!?
0,There has been wine. There has been food.  There is cake. There is family. There is a roaring fire. There is contentment. 1
1,I love when it on the. That's what I call living. {#}
0,senior web developer in freelance
0,"were amazing again. Their clothes were the best for and for &lt;3 man, looks amazing"
1,"Bueno ya, vuelvo a ser adulta. WIII"
0,"I'm a Logano fan but,. It's not like it was the last lap or anything like that."
0,I want to make granola bars but it's 12 am and I have college tomorrow
0,"Whenever I'm down, I just think about the love between Ben and Lauren b and I immediately feel better."
0,At least half my fantasy picks get nailed on pit penalties every week.
0,When your roommate calls you to ask if you used his special packets of taco bell sauce.
0,Supposedly i look to young to know that im gay.
0,"I could have any guy I would choose, but I want one that I know isn't good for me."
0,"grief catches you in the quiet moments, the lull before bed, doing the dishes when your mind says all thats to be said :'("
0,The only bad thing about drinking early is the early hangover
1,The 12z GFS doesn't actually look that bad. Maybe we don't need to be spending all of this money for upper air obs.
0,Kereta yg akan datang yg membawa keselamatan... monday
0,Love to find pics of me! (not my pic) This weekend is the best!!!
0,Laughing gas is a great reason to love your dentist. Be &amp;!
0,"Tired hearing about it. ALWAYS rip off the poor &amp; vulnerable, to fatten up their own pockets &amp; the rich. Old habits."
0,Proud dad day as my son's soccer team is on to the league semi finals. He also scored  a goal to seal the deal.
0,"Nose si es tristeza o gracias lo que me causan los hinchas de  pierden 1 a 0 con y cantan ""El que no salta abandono"""
0,Y el 31 voy a ver batman vs superman y si mi hermana hubiera buscado en el otro cine antes de comprar fuera a ver leal
0,"Worst response to expressing loving feelings for someone: ""I'm glad I mean so much to you"" ..........????????...... Dude"
0,"I won't give away any but OMG, MUST WATCH tonight.. 1 scene tonight. blames himself. On in 2 hrs!"
0,Spoiler Warning        Reading James Sallow's Faith and Fire.  The big baddie just got killed by a Gets Hot! result. Classic
0,it's snowing
0,"In order to be happy, sometimes you have to create your own happiness. Especially when society is so depressing."
0,TO &amp; YOU A all of in the
0,decepcionada com o fato do crush ser maior de idade 
0,"There is only one person that makes me the most happy with an email.
Er is alleen 1 persoon die mij meest blij maakt met een email."
0,just discovered im taller than never been happier since I met &amp; towered over the midget
0,Mana y Steve Aoki.
0,Why the hell are like 50% of the girls in called Chloe??
0,"Es re de nacho que cuando mientras me hable me agarre de los cachetes, siempre me hace lo mismo ahre lo amo"
0,which grammatically isnt working for like really not just for your bloom surpassed found out
0,with! Let our ladies make you!
0,So excited for September! Zante 2016!
0,"Lord send me an angel,
It ain't over until God says it over!"
0,We've got a treat for you tomorrow. Stay tuned!
0,Your words are heard by an audience of
0,Lives that practice the presence of Christ should be characterized by.
0,See with your eyes of faith.
0,Never ever seen or heard so many disgusting minded ADULTS in my life sewer brains need psychiatric help ASAP
0,I've cried every night for weeks now and nothing that happened ever changes it!
0,Our angels surround us 24 hours a day waiting on our command 
0,You have to speak to your angels consistent with the Word through our blood covenant.
0,Stop looking for reasons to be unhappy and think of all the reasons you have to be instead.
0,Wow NYC fans got snubbed. Waited 10+ hrs ... traveled 1200 miles for nothing.
0,"En seis minutos 2 a 0 ???? 
Esto termina mal"
0,There is no shortage of angels ~Rev 5:11
0,Mom made meatballs and only left me 3.... mother you are well aware i can eat 20 in one sitting
0,"Me hice snapchat por fede y no hizo mas lo de 'si lees esto twittea....."""
0,"Take what you learned from the past and apply it to a new beginning. Wounds heal, hearts mend, and time moves on.#happy?#again?#ithinkso!"
1,This Buddy guy from OU is pretty good
0,!!! Can someone get that interviewer out of the live stream of ?? She sucks
0,It's national happiness day so I spent over $500 at ulta
0,You wearing &amp; but you asking me for....#WTF??
0,Our site hammered with attempts all day yesterday. Sigh. Mainly from Russia and China.
0,"Classic conversation in Smith's Falls Tim Hortons : ""I've always had trucks because vans are gay"""
0,"U will be happy when u accept that every thing will pass in front of u, u will act &amp; interfere but nth will happen. When u accept life#happy"
0,"U will be happy when u accept that every thing will pass in front of u, u will act &amp; interfere but nth will happen.When u accept life"
0,"It's taken a year of work &amp; struggle, but I finally have my life insurance agency running like a well oiled machine"
0,so far the only G2 perk is driving my shit canned family home
0,es la 6372743 vez que estefania me bloquea
1,"Facebook funnies 
And we"
0,I try to lie to myself &amp; say 6 yrs to 30 is not bad but I graduated 6 years ago and that almost feels like yesterday..#sad
0,Anybody else feel that Sunday Night depression when you realize that school is only 12 hours away?
0,Es esa luna la q me va a matar: me siento enamorado
0,What makes you  In life
0,Dude spends her whole news hour bashing inviting to do the same and gets blamed!?
0,killed my research paper!
0,"Sun kissed, wind blown hair, open roads en route home. Happy!"
0,True story: dreamt I was leading a raid with 19 shammies in a 25-man raid.
0,grabe ang ganda ng umaga ko kasi dumating special na tao sa bahay namen huhu....
0,Happy. Received a text from Julia. Yeah!#momma
0,Day of my '9DayCleanse'! Getting ready for my birthday week!
0,Lente lente lente lente!!!!
0,Dramas de quem tem cabelo comprido
0,I think that all the anger and cynicism comes from suppressing things that we always wanted. ~John Lee Hancock
0,I'm a bit late to the party on this I know but Was G.I thinking?
0,I can flip a coin and be more accurate than these days.
0,"I still can't understand why Gregg Sulkin is with Bella Thorne, she's just a kid"
0,and what cares is they make money or not? is that a problem because you don't have talent and their yes?
1,Had a really fun run with a sherif today.
0,I just found out the reason why my mom has no money is because of a credit card fraud
0,"Our conference being now ended, and Indian Wells CEO Raymond Moore Has Some Bad And Dumb Thoughts On Women's Tennis"
0,Slept for 10min last night and I'm still going.
0,I hope this photographer never works at another res formal again. I hate basically every picture I am in.
1,I have an open wound packed with gauze on my chest.
0,First day of spring and I ran negative splits! girl
0,"Thinking of the drummer behind some of the best tracks ever committed to vinyl, Mr Dennis Davis."
0,Enjoy your life and your friends fill your heart with joy fun and laughter
0,I'm so my new phone should be here tomorrow!!
0,Blind Refs always lose sight of puck!!#WTF
0,"What's up buncha new people on my TL I didn't follow and don't know who the hell you are! Way to be, echofon. Way to be"
0,"Any power of darkness contending with and against your. Today I silence it in Jesus Name,Amen"
0,"Damn. 7 Days to Die REALLY hates OBS, I get 50FPS without OBS running, and 5 with it."
0,"Finished on, now what to do with the rest of my day??
!!"
0,"To get the full value of joy you must have someone to divide it with.
~Mark Twain
"
0,Tak usah anda hiraukan saya jika saya berada disini hanya untuk membuang waktu anda
0,According to WebMD; my shin/ankle pain is either Shin Splints or MS?  These are drastically different; right?!? 
0,I wish I was more outgoing because there's lots of people I would love to be friends with but I'm too scared to initiate conversations
0,"Is it just me or is full of shitty click bate posts, and shady advertisements theses days?"
0,Crosby was throwing punches at Alzner &amp; he's NOT in the box?
0,(Matt) halfway through daredevil season 2 and i couldn't be happier. I need tissues and chocolate
0,"Thank God the baby is ok. But, WHO THE FK LEAVES A BABY IN A CAR UNATTENDED?!!?"
0,Swam 8500 yards! Roughly 5 miles!
0,When finally get on Snapchat but only have one friend!
0,That's a wrap.'sdiner
0,The need to make left handed oriented screens so I stop liking thjngs as I scroll wtf. Liked 5 posts just scrolling. 
0,I think that all the anger and cynicism comes from suppressing things that we always wanted. ~John Lee Hancock
0,"I should talk about Micropoetry and linguistic elements tomo, instead I am just practising to secure my place in Bollywood."
0,ugh no hot water. Ugh. Not sure when landlord will fix it either. Sigh.
0,My residents are back and more social than ever. I have definitely missed the activity of my floor.
0,How does a bdubs even run out of mini corn dogs????!!!!!
0,You bitch that we never hang out so I come over so we can and you are on the phone with your ex girlfriend the whole time.
0,"Jumping for joy in rapid succession right now!I finally got to see why a character,not the main,main character is in the catalyst event.#joy"
0,DOXING GOP DELEGATES 2016 BABY HAHAHA WOOOO
0,Although it was hard to cut out some people out of my life I am glad I did it. My life has been so much easier without you in it.
0,"Then,I even got to see what really happens on the other side of the catalyst event?I mean,WHAT?!Cloud 9 times 10.So grateful.#amwriting"
0,Nada mejor que ver Happy Tree Friends un domingo de lluvia n.n
0,I guess I should just stop working hard if everyone is going to be lazy or keep calling out
0,"My car friends and their Hot Wheels...
"
0,I hate how I find out who are actually my friends...there's roughly 6 out of the about 70 I have...shocker.
0,I know we have to have patience with our residents but good God I hate repeating myself more than twice.
0,I have never been so disgusted by food in my life. Zucchini strips boiled till mush with tomato sauce.
0,"I just looked at my mom and she pulled out an origami bird and started flapping its wings while saying ""tweet tweet"""
1,Beautiful offense by the SO FAR
0,Initiation means taking a step in a direction that is unknown. Reshad Field
0,He maar wacht! Een mysterie is geen doemscenario. En niets is veilig? Perfect laten we lekker niets zijn &amp; alles
1,How to boost your self esteem: don't wear makeup in front of your very honest niece
0,I See So Much On But So FEW Truly Believe In Themselves! Let Me Help You Create You Into What You Should Be!
0,Is it just me or has's songs gone from terribly to  stalkeresque?  
0,"Don't be afraid, my people. Be glad now and rejoice Joel 2:21 Have a great Sunday!"
0,Eso de que hoy sea la premier de BvS es como
0,Walked for 6.5 hours; put up 3 sets of curtains; moved a couch; built a tv stand.. Time for a cup of OJ!#health
0,Have never felt so welcomed. 
0,So my uber was suppose to wait for me outside of the mall and it didn't it left !
0,Fresh hair and fresh nails make me feel so good
0,I'm so tired but I really am loving life at the moment which is new &amp;brilliant!
1,That was definitely all ball
0,We're all just a bunch of cakes trying to fit in a world of cupcakes
1,I should sleep. Gotta babysit until Thursday from tomorrow on.
0,Tonight I'm drinking 1 glass to many. :)
0,my afternoon holding a sleeping 8 week old while a very busy fun loving fam was bustling around me was a good reminder of
0,Let's do a RT day this Friday. You find a Tweet of mine you like &amp; it... and I'll RT you  Friday!
0,"Pagi2 udah berpapasan sama si predator,,, mual and enek sampe ubun2"
0,Vacation in less then 48 hours and my bf doesn't want to go with me
0,dyeing my hair then getting my feet done then getting another spray tan!!!!!! 
0,There's no right and no wrong in this relationship all I want is
0,I just stepped in a puddle
0,How do i get people to like my darn tweets???!!!????!!!! Lol feeling
0,Napoleaon was marching all across Europe and I cant even get a text back...
0,is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher
0,"Don't avoid your problems, face your problems Because by the end of the day you'll feel good about yourself "
0,"So happy with myself, the things I've accomplished, and how much I love this life."
0,Cuando no te da pena saber que una maje fue abusada por que en realidad es una persona horrible...?
0,Makes me so mad Middle Tennessee plays such a great game against Michigan State but not Syracuse
0,"Made a rock paper scissors game real quick, and got my ass handed to me by the computer.?"
1,Gotta love seeing Jim Boeheim fight back against all that adversity to triumph.
0,Being happy is but having is a
1,When don't get your.              
0,Stop by at today! We have a for you!
0,Gotta love when your mood and thoughts directly correlate to the project your currently working on.
0,"I tend to have some cash on me if a ask me for. This time I didn't have any, so I gave her some &amp; she was"
1,You wanna know what's super fun? When you can't reach the top of your closet so you can put your bags away
0,"(...) because it is indeed a rare privilege to come across such an angelic damsel(...)"""
0,"Facebook makes me but if i have a Chater i chat them....:-)
 Twitter makes me always. .:-) 
That's Why I"
0,Thank God baby boy found safe.  Now can we talk about why idiots leave children alone in cars???
1,Yelp Syracuse didn't belong in the dance....
0,I would maintain that are the highest form of; and that is doubled by
0,I think that all the anger and cynicism comes from suppressing things that we always wanted. ~John Lee Hancock
0,I don't cause you don't matter
1,So loses to a 15 seed and then that 15 seed loses to a 10 seed by 25 points...yeah that makes sense..
0,"Bad set same songs no Mau5 head, dude respect us, A set without ghost &amp; stuff sofi need  laader."
0,keep clean! It is our life!
0,"""as I was with Moses, so I will be with you: I will not fail you."" Joshua 1:5 God will be with you in all circumstances!"
0,mother's day#
0,Donald Trump is a magnified reflection of the characteristics that now rule D human race
0,2500 word essay and a 1500 word essay thats weeks late and sooo much reading but all i know how to do is CHAINSMOKE
0,Happy International Day of Happiness! We are happy to have you as one of our Facebook fans.
0,"When I think of you I get sad, because you was my world, funny how things change so fast"
0,Every little thing that's bugging you is adding to your overall/#happiness. But only can change everything.
0,One step closer to our gorgeous white cottage :)#happy
0,"Started the day early with some Poe, Coffee and Bakey :3"
0,MSUs loss ends up benefitting Jim Boeheim of all ppl
0,The world will never starve for want of; but only for want of 
0,Can't wait to surprise Chaz with part of his Easter gifts &amp; an impromptu family beach trip this week!
0,Happy Spring Break! Have a fun and safe break. Keep reading and practicing math facts! We will see you in a week!
0,airing now. So excited bc we know one of the performers! My friend's children are amazingly talented!
0,"Got in trouble at the nursing home today. People are allowed to cuss me out, but I'm not allowed to wear a shirt with a cuss word on it"
0,I can't believe I have to actually plow tomorrow... it's spring
0,4 weekdays this week and I am ready to face the music. Nuggets are good but hoping is better.
1,oh how I love form letters
0,international day of happiness!!!
0,Completely crushed. The way I'm spoken to dictates how I react. I'm quite because I don't want to say something I'll regret
0,Karen and Matt need to stop playin!
1,Because of course Ovechkin takes Brian Dumoulin out in the corner after the Caps go down 5-2 ...
0,because no one is privately messaging me :(
0,More like HoltKitty tonight
0,Alright putting me in my feels and crap
0,"Having a mind, but no, simply sucks. makes it hard to be on"
0,When you like someone and they don't realize you like them and want to be together with them hashtags # School#bored AF
0,simsimi me dijo que ro tiene novia me puso ahre qie es una app nada mas jajajj
1,"I like when people talk about sports teams they say ""we."" Pretty sure you don't play middle aged man."
1,It's really hard to tell if transfers through to
1,When is the political/business anti corruption legislation up for Senate consideration?
0,sigo sin aparecer en un vs de nat ahre
0,Girls That have to be consistently drinking to have fun  &lt;
0,"Damn. Wanted to see movie with my crush, but she's gotta work this week."
0,SO lucky to have him by my side :')
0,"Kim should have acted more like a mentor, especially with the many years of experience she has."
0,When even getting up is tiresome.
1,Super clean game you're playing there Caps......#
1,I go out and my parents ask so many questions yes im going to get drunk yes im getting high yes im pregnant yes im getting arrested
0,I'm schemin my bro will never see it coming
0,I MEAN DOES NO ONE FIND IT IRONIC THAT HARRISON FORD'S ACTUAL SON IS NAMED BEN
0,ya me callo antes de que me maten los fanboys
0,Finally watched the trailer for season 2 of and didn't see Dong.
0,Its sad to see Nathan so full of pain.  Of course Nathan is angry.  His family doesnt except him.  
0,y me sigue hablando
0,In 39hrs my will be over and I will be either way because the will be over
0,And I had some cheesecake because I'm a fatty and deserved it after the weekend I had.
0,Being 24 and feeling like you don't have your life together because everyone you know has kids...
0,Four on four hockey?!?!?!!#WTF ARE YOU KIDDING ME ?
0,While I am in the begin stages of starting my. The joys of connecting with ppl &amp; being an impact is the true
0,You brust my Bubble!!
0,"i speak of a, even a of the and :)
and say, ""#wtf?"""
1,A dirty play by the Caps? I'm shocked!
0,hate saying bye to people
0,- bruh took them on a highway speed chase claiming he about to kill himself bruh been crazy!
0,Why am i seeing tweets appear from last year. I like one and was like whoa. I feel creepy cuzz that was hellas ago.
0,Palm Sunday# Jesus Saves
1,I mean it works in football so why not try everywhere else too?
0,Once Upon a Time is so awful. It's not even fun to make fun of anymore.
0,Turn the channel on and hear his voice
0,"necesito aire fresco, y necesito que dejes de existir en mi cabeza oc?"
0,"puts me around people who have worldly riches, but no or peace. They are trying to figure out the source of my joy."
0,"Semoga dipermudahkan semuanya... Amin...
 working"
0,Aveces no se ni para que le contesto los mensajes...
1,Don Juan jumping to conclusions? Preposterous!
0,I've done some stupid things to myself but hitting myself in the EYEBALL with a Figi Water bottle takes talent
0,walking home in the snow on the first day of spring.
0,"setelah 2 tahun ngestan mereka,pengen ngedenger berita bagus tentang mereka...tapi kawan? i feel like korean tottaly ignore them.#got7"
0,3 months i stopped for....and in one night i managed to crush all my hard work..
0,Not a fan Tru TV. 
0,Being sick and on cough syrup means I just cried a ton through Pitch Perfect 2.
0,Back in NYC...and it's snowing?! I might have to change this asap
0,LAYMAN'S DUNK WAS FOUL
0,It disgusts me when someone can't take a joke . .
0,Thoughts be running around in my head like 5 year olds on a sugar rush
0,"Well that escalated quickly...and I loved every second. Melo feeling the flow, just doing the bull ride, feeling the flow"
0,"For the joy set before him he endured the cross, scorning its shame, and sat down at the right hand of the throne of God.
Hebrews 12:2"
0,Two deaths in one week. It's going to be a long week
0,By the way anyone look at what's trending it's Crosby damn he whines one time and the whole world cares
0,Pretty little liars S6.E20 just made me shit my pants with Alice's fricken dead mum
0,First day of spring?? Feels more like summer. Global warming plz don't mess with the seasons. This time last year I was wearing pants.
0,Nossa a bru nem me adicionou
1,"The new villain on is not a military-ish group, but one man? I'm shocked."
0,When this anatomy homework is hard
0,"An eternity discussing an alleged ""train robbery"" that somehow relates to our Dollar General store"
1,It really is too bad that the Third Estate is always outnumbered 2-to-1
0,When your parents argue and decide to put you in the middle of it.
0,bfast at mcdo.....alone lul
1,Wait. Why does Jesus look like he's from the middle east?
0,My friends sitting on my bed and others on the floor alking about everything and nothing in the poor light of Christmas decorations
1,I use 2 b a fun person until my body decided 2 have a civil war inside
0,"Today, I went to happy hour with a person drank. I was high on Jesus. She just thanked me for sharing my."
0,"I literally slept the day away......don't wanna be up all night, but i am. Was spsd to go party but I'm not even feeling it!"
0,So sad to be parting ways with my Grease soundtrack vinyl. Buuut gotta do what I gotta do.
0,"Today, I went to happy hour with a tipsy person. I was high on. She just thanked me for sharing my."
0,Sometimes I feel like I have to unbalance my life because being confident makes other people uncomfortable. Being myself always!
0,dawgs dont have a player that can score on the court
0,"when you're flying standby on &amp; things change, you don't even get home, but you get to fly on the 787 you get!"
1,Sure lets have Shaw on the half wall once PP. he's much more talented than Teuvo.
0,What has been seen cannot be unseen! 
1,apparently the announcers on this UNI game don't think cow tipping is a sport....who knew???
0,"hempph :/
libur lagi, nnt skolah ulg selasa mingqu depan ^_^
"
1,Sure lets have Shaw on the half wall on the PP. he's much more talented than Teuvo.
0,When you're anxiety gets so bad you miss work. :) 
0,Just saw Kevin Spacey in an e-trade commercial. ?
0,....bruh is legit snortin like a pig while he is eating
0,"DOX THE GOP
MEME WAR NOW"
0,That's sad that when your own mother walk in the room your vibe just shut the fuck down cause she blew it just being in the room smh
0,"Why do everyone says,  ""I am sad"" but most of the time we are just () not sad and not happy   . When do we say I am?"
0,"RULE.. And are a complete and awesome team.

Said NO ONE at ANY POINT, since December 2015
"
0,"Smile and enjoy, be"
0,Half way asleep...stuffy nose...ugh
0,?!? ?!? Seriously? I'm a recovering Catholic and born on Palm Sunday! But does today's youth and society have to?!
0,"Having a three day weekend, I thought I was going to relax. 

NOPE. By the end, I just want to die."
0,My family is watching Tyler Perrys PASSION I'm trying to find my therapist emergency number. This might push me over the edge
0,Hidup itu jangan di bawa ribet ...#happy aja
0,BITCH I GOT A TUMMY NOT MY FUCKIN BITCH I DRANK THAT LEAN UNTIL I FUCKIN
0,"Understand that once you allow yourself to get angry, anger takes over and takes control."
0,How can you call yourself ugly if you have the self esteem and confidence to post selfies?
0,Love how march madness(American) gets more tv time than CIS championship weekend (Canadian Uni) in Canada
0,You have to be yanking my cock
0,"Ok, we know they have lots of jam..."
0,I just cant believe what just happen last night. You such a piece of shit and im so regret knowing you.
0,P &amp; P. PEACE AND PRIVACY!! Grr
0,"10 years 
Thanks for connecting all....."
1,"just watched The Big Short.  Made me so angry. So glad we changed our ways and will never let that happen again...oh, wait."
0,Got the result of my laboratory tests and dayummmm my uric acid is so high above normal hahaha NO MORE  BEERS for me;(
0,Me tiene que bajar la regla en nada
0,Justin Bieber's in LA for the next couple of days for his concerts and I'm not attending either of them ....
0,Really depressed please help me
0,Your telling me daryl can't drive a stick 
0,'Real love is when you are completely committed to someone even whenever they are being completely unloveable'
1,Gosh you are so funny
0,I don't no y em scared to be.I knoe I should be happy but this feeling that if i wil try to be happy all dis wil turn into sadness
0,"Christ gives you the hope 
In a situation that seems hopeless . "
1,2017 Pitt Football recruiting is off to a rousing start.
0,Have these people learned NOTHING in 5 seasons of TWD?! You ALWAYS stick together.
0,Don't you hate when people who weren't smart enough to become owners want to criticize those of us who were smart enough to?
0,Ten years today with Twitter.  Long time.
0,Way too much flopping these days! Thanks Europe for this crap in basketball.
0,Que a tu chawa le guste la cumbia villera es un +10 pero a la mia le gusta sam smith 
0,me puse a stalkear a mi amor imposible y vi q se caso
0,"My auntie gave me a hug yesterday and asked me if everything was okay. And for once, aside from school stress I was able to say yeah."
0,"Give! Be! Enjoy because the moments are fast!,,,!!!"
0,crashing when I use the ?!
0,Back to work for me tomorrow
0,como cuando a tu mama ni le importa y tu novio no te toma en serio :(
0,And I can't drink here
0,Yes! the hacker who hacked anne got suspended!
1,"Ohhhhh, NOW I see why Panik has been sitting in favor of Manshitter. "
0,Want to watch but meds are making me tired. Can't risk falling asleep while watching zombies
0,"When you are dreading a long Sunday shift, but go into work to find out you are getting a pay rise"
0,CALL 347-215-7225 NOW &amp; say what makes you ?! Live on Air on !!! :) :) :) It's !!!
